sentence,frame,polarity,verb,veridicalitynorm
Someone fantasized that a particular thing happened,NP V that S,positive,fantasize,-1.6203246
A particular person didn\'t reject to do a particular thing.,NP V to VP,negative,reject,-1.6299844
A particular person rejected to do a particular thing.,NP V to VP,positive,reject,-1.6299844
A particular person didn\'t fantasize to have a particular thing.,NP V to VP,negative,fantasize,-1.6374978
A particular person fantasized to have a particular thing.,NP V to VP,positive,fantasize,-1.6374978
A particular person hungered to have a particular thing.,NP V to VP,positive,hunger,-1.6432868
A particular person didn\'t hunger to have a particular thing.,NP V to VP,negative,hunger,-1.6432868
A particular person didn\'t seek to have a particular thing.,NP V to VP,negative,seek,-1.6470361
A particular person sought to have a particular thing.,NP V to VP,positive,seek,-1.6470361
A particular person was disallowed to do a particular thing.,NP was Ved to VP,positive,disallow,-1.6516927
A particular person wasn\'t disallowed to do a particular thing.,NP was Ved to VP,negative,disallow,-1.6516927
Someone didn\'t email a particular person to do a particular thing.,NP V NP to VP,negative,email,-1.6534884
Someone emailed a particular person to do a particular thing.,NP V NP to VP,positive,email,-1.6534884
Someone insinuated that a particular thing happened,NP V that S,positive,insinuate,-1.663153
Someone didn\'t insinuate that a particular thing happened,NP V that S,negative,insinuate,-1.663153
A particular person didn\'t decline to do a particular thing.,NP V to VP,negative,decline,-1.6696576
A particular person declined to do a particular thing.,NP V to VP,positive,decline,-1.6696576
A particular person dreamt to have a particular thing.,NP V to VP,positive,dream,-1.6701263
A particular person didn\'t dream to have a particular thing.,NP V to VP,negative,dream,-1.6701263
Someone didn\'t test that a particular thing happened,NP V that S,negative,test,-1.674618
Someone tested that a particular thing happened,NP V that S,positive,test,-1.674618
Someone wasn\'t deceived that a particular thing happened,NP was Ved that S,negative,deceive,-1.6748774
Someone was deceived that a particular thing happened,NP was Ved that S,positive,deceive,-1.6748774
Someone disallowed a particular person to have a particular thing.,NP V NP to VP,positive,disallow,-1.6881304
Someone didn\'t disallow a particular person to have a particular thing.,NP V NP to VP,negative,disallow,-1.6881304
Someone prayed that a particular thing happened,NP V that S,positive,pray,-1.6895194
Someone didn\'t pray that a particular thing happened,NP V that S,negative,pray,-1.6895194
Someone required that a particular thing happened,NP V that S,positive,require,-1.708156
Someone didn\'t require that a particular thing happened,NP V that S,negative,require,-1.708156
A particular person qualified to have a particular thing.,NP V to VP,positive,qualify,-1.7122602
A particular person didn\'t qualify to have a particular thing.,NP V to VP,negative,qualify,-1.7122602
A particular person wasn\'t commissioned to do a particular thing.,NP was Ved to VP,negative,commission,-1.7177627
A particular person was commissioned to do a particular thing.,NP was Ved to VP,positive,commission,-1.7177627
Someone presupposed that a particular thing happened,NP V that S,positive,presuppose,-1.7212063
Someone didn\'t presuppose that a particular thing happened,NP V that S,negative,presuppose,-1.7212063
Someone didn\'t conceive that a particular thing happened,NP V that S,negative,conceive,-1.7219429
Someone conceived that a particular thing happened,NP V that S,positive,conceive,-1.7219429
A particular person was called to do a particular thing.,NP was Ved to VP,positive,call,-1.7225019
A particular person wasn\'t called to do a particular thing.,NP was Ved to VP,negative,call,-1.7225019
Someone didn\'t pretend for a particular thing to happen.,NP V for NP to VP,negative,pretend,-1.7376802
Someone pretended for a particular thing to happen.,NP V for NP to VP,positive,pretend,-1.7376802
Someone didn\'t employ a particular person to do a particular thing.,NP V NP to VP,negative,employ,-1.7492759
Someone employed a particular person to do a particular thing.,NP V NP to VP,positive,employ,-1.7492759
Someone joked that a particular thing happened,NP V that S,positive,joke,-1.7510154
Someone didn\'t joke that a particular thing happened,NP V that S,negative,joke,-1.7510154
Someone didn\'t reason that a particular thing happened,NP V that S,negative,reason,-1.7527465
Someone reasoned that a particular thing happened,NP V that S,positive,reason,-1.7527465
A particular person was summoned to do a particular thing.,NP was Ved to VP,positive,summon,-1.7786696
A particular person wasn\'t summoned to do a particular thing.,NP was Ved to VP,negative,summon,-1.7786696
A particular person hoped to have a particular thing.,NP V to VP,positive,hope,-1.785554
A particular person didn\'t hope to have a particular thing.,NP V to VP,negative,hope,-1.785554
A particular person thought to do a particular thing.,NP V to VP,positive,think,-1.7907522
A particular person didn\'t think to do a particular thing.,NP V to VP,negative,think,-1.7907522
Someone trusted that a particular thing happened,NP V that S,positive,trust,-1.7951956
Someone didn\'t trust that a particular thing happened,NP V that S,negative,trust,-1.7951956
Someone implied that a particular thing happened,NP V that S,positive,imply,-1.7970818
Someone didn\'t imply that a particular thing happened,NP V that S,negative,imply,-1.7970818
Someone didn\'t allege that a particular thing happened,NP V that S,negative,allege,-1.7994769
Someone alleged that a particular thing happened,NP V that S,positive,allege,-1.7994769
Someone didn\'t prejudge that a particular thing happened,NP V that S,negative,prejudge,-1.8102454
Someone prejudged that a particular thing happened,NP V that S,positive,prejudge,-1.8102454
A particular person omitted to do a particular thing.,NP V to VP,positive,omit,-1.8117259
A particular person didn\'t omit to do a particular thing.,NP V to VP,negative,omit,-1.8117259
Someone thought that a particular thing happened,NP V that S,positive,think,-1.8198204
Someone didn\'t think that a particular thing happened,NP V that S,negative,think,-1.8198204
A particular person didn\'t disregard to do a particular thing.,NP V to VP,negative,disregard,-1.843147
A particular person disregarded to do a particular thing.,NP V to VP,positive,disregard,-1.843147
Someone didn\'t permit a particular person to have a particular thing.,NP V NP to VP,negative,permit,-1.8436321
Someone permitted a particular person to have a particular thing.,NP V NP to VP,positive,permit,-1.8436321
A particular person longed to have a particular thing.,NP V to VP,positive,long,-1.8763821
A particular person didn\'t long to have a particular thing.,NP V to VP,negative,long,-1.8763821
Someone didn\'t suppose that a particular thing happened,NP V that S,negative,suppose,-1.9063399
Someone supposed that a particular thing happened,NP V that S,positive,suppose,-1.9063399
Someone posited that a particular thing happened,NP V that S,positive,posit,-1.913013
Someone didn\'t posit that a particular thing happened,NP V that S,negative,posit,-1.913013
A particular person wasn\'t tempted to have a particular thing.,NP was Ved to VP,negative,tempt,-1.91635
A particular person was tempted to have a particular thing.,NP was Ved to VP,positive,tempt,-1.91635
Someone didn\'t ponder that a particular thing happened,NP V that S,negative,ponder,-1.9197972
Someone pondered that a particular thing happened,NP V that S,positive,ponder,-1.9197972
A particular person didn\'t yearn to have a particular thing.,NP V to VP,negative,yearn,-1.9205152
A particular person yearned to have a particular thing.,NP V to VP,positive,yearn,-1.9205152
Someone suggested that a particular thing happened,NP V that S,positive,suggest,-1.9342568
Someone didn\'t suggest that a particular thing happened,NP V that S,negative,suggest,-1.9342568
Someone didn\'t demand that a particular thing happened,NP V that S,negative,demand,-1.9501032
Someone demanded that a particular thing happened,NP V that S,positive,demand,-1.9501032
Someone didn\'t dispel that a particular thing happened,NP V that S,negative,dispel,-1.9511362
Someone dispelled that a particular thing happened,NP V that S,positive,dispel,-1.9511362
A particular person was picked to do a particular thing.,NP was Ved to VP,positive,pick,-1.9531009
A particular person wasn\'t picked to do a particular thing.,NP was Ved to VP,negative,pick,-1.9531009
A particular person didn\'t conceive to do a particular thing.,NP V to VP,negative,conceive,-1.9579195
A particular person conceived to do a particular thing.,NP V to VP,positive,conceive,-1.9579195
Someone didn\'t hope that a particular thing happened,NP V that S,negative,hope,-1.9627672
Someone hoped that a particular thing happened,NP V that S,positive,hope,-1.9627672
Someone didn\'t conjecture that a particular thing happened,NP V that S,negative,conjecture,-1.9650578
Someone conjectured that a particular thing happened,NP V that S,positive,conjecture,-1.9650578
A particular person didn\'t dream to do a particular thing.,NP V to VP,negative,dream,-1.9685392
A particular person dreamt to do a particular thing.,NP V to VP,positive,dream,-1.9685392
A particular person tried to do a particular thing.,NP V to VP,positive,try,-2.0057607
A particular person didn\'t try to do a particular thing.,NP V to VP,negative,try,-2.0057607
A particular person roused to do a particular thing.,NP V to VP,positive,rouse,-2.0077605
